FPR,TPR
0.0,0.0
0.0,2.3837902264600716E-4
0.0,4.767580452920143E-4
0.0,7.151370679380214E-4
0.0,9.535160905840286E-4
0.0,0.0011918951132300357
0.0,0.0014302741358760429
0.0,0.00166865315852205
0.0,0.0019070321811680572
0.0,0.0021454112038140644
0.0,0.0023837902264600714
0.0,0.002622169249106079
0.0,0.0028605482717520858
0.0,0.003098927294398093
0.0,0.0033373063170441
0.0,0.003575685339690107
0.0,0.0038140643623361145
0.0,0.004052443384982122
0.0,0.004290822407628129
0.0,0.004529201430274136
0.0,0.004767580452920143
0.0,0.00500595947556615
0.0,0.005244338498212158
0.0,0.0054827175208581646
0.0,0.0057210965435041715
0.0,0.0059594755661501785
0.0,0.006197854588796186
0.0,0.006436233611442193
0.0,0.0066746126340882
0.0,0.006912991656734207
0.0,0.007151370679380214
0.0,0.007389749702026222
0.0,0.007628128724672229
0.0,0.007866507747318237
0.0,0.008104886769964244
0.0,0.00834326579261025
0.0,0.008581644815256258
0.0,0.008820023837902265
0.0,0.009058402860548272
0.0,0.009296781883194279
0.0,0.009535160905840286
0.0,0.009773539928486293
0.0,0.0100119189511323
0.0,0.010250297973778308
0.0,0.010488676996424315
0.0,0.010727056019070322
0.0,0.010965435041716329
0.0,0.011203814064362336
0.0,0.011442193087008343
0.0,0.01168057210965435
0.0,0.011918951132300357
0.0,0.012157330154946364
0.0,0.012395709177592373
0.0,0.01263408820023838
0.0,0.012872467222884387
0.0,0.013110846245530394
0.0,0.0133492252681764
0.0,0.013587604290822407
0.0,0.013825983313468414
0.0,0.014064362336114421
0.0,0.014302741358760428
0.0,0.014541120381406437
0.0,0.014779499404052444
0.0,0.015017878426698451
0.0,0.015256257449344458
0.0,0.015494636471990465
0.0,0.015733015494636474
0.0,0.01597139451728248
0.0,0.016209773539928488
0.0,0.016448152562574495
0.0,0.0166865315852205
0.0,0.01692491060786651
0.0,0.017163289630512515
0.0,0.017401668653158522
0.0,0.01764004767580453
0.0,0.017878426698450536
0.0,0.018116805721096543
0.0,0.01835518474374255
0.0,0.018593563766388557
0.0,0.018831942789034564
0.0,0.01907032181168057
0.0,0.019308700834326578
0.0,0.019547079856972585
0.0,0.019785458879618592
0.0,0.0200238379022646
0.0,0.02026221692491061
0.0,0.020500595947556616
0.0,0.020738974970202623
0.0,0.02097735399284863
0.0,0.021215733015494637
0.0,0.021454112038140644
0.0,0.02169249106078665
0.0,0.021930870083432658
0.0,0.022169249106078665
0.0,0.022407628128724672
0.0,0.02264600715137068
0.0,0.022884386174016686
0.0,0.023122765196662693
0.0,0.0233611442193087
0.0,0.023599523241954707
0.0,0.023837902264600714
0.0,0.02407628128724672
0.0,0.024314660309892728
0.0,0.024553039332538735
0.0,0.024791418355184745
0.0,0.025029797377830752
0.0,0.02526817640047676
0.0,0.025506555423122766
0.0,0.025744934445768773
0.0,0.02598331346841478
0.0,0.026221692491060787
0.0,0.026460071513706794
0.0,0.0266984505363528
0.0,0.026936829558998808
0.0,0.027175208581644815
0.0,0.027413587604290822
0.0,0.02765196662693683
0.0,0.028128724672228843
0.0,0.02836710369487485
0.0,0.028605482717520857
0.0,0.028843861740166864
0.0,0.029082240762812874
0.0,0.02932061978545888
0.0,0.029558998808104888
0.0,0.029797377830750895
0.0,0.030035756853396902
0.0,0.03027413587604291
0.0,0.030512514898688916
0.0,0.030750893921334923
0.0,0.03098927294398093
0.0,0.031227651966626937
0.0,0.03146603098927295
0.0,0.031704410011918954
0.0,0.03194278903456496
0.0,0.03218116805721097
0.0,0.032419547079856975
0.0,0.03265792610250298
0.0,0.03289630512514899
0.0,0.033134684147794996
0.0,0.033373063170441
0.0,0.03361144219308701
0.0,0.03384982121573302
0.0,0.034088200238379024
0.0,0.03432657926102503
0.0,0.03456495828367104
0.0,0.034803337306317045
0.0,0.03504171632896305
0.0,0.03528009535160906
0.0,0.035518474374255066
0.0,0.03575685339690107
0.0,0.03599523241954708
0.0,0.03623361144219309
0.0,0.036471990464839094
0.0,0.0367103694874851
0.0,0.03694874851013111
0.0,0.037187127532777114
0.0,0.03742550655542312
0.0,0.03766388557806913
0.0,0.037902264600715135
0.0,0.03814064362336114
0.0,0.03837902264600715
0.0,0.038617401668653156
0.0,0.03885578069129916
0.0,0.03909415971394517
0.0,0.03933253873659118
0.0,0.039570917759237184
0.0,0.03980929678188319
0.0,0.0400476758045292
0.0,0.04028605482717521
0.0,0.04052443384982122
0.0,0.040762812872467226
0.0,0.04100119189511323
0.0,0.04123957091775924
0.0,0.04147794994040525
0.0,0.041716328963051254
0.0,0.04195470798569726
0.0,0.04219308700834327
0.0,0.042431466030989275
0.0,0.04266984505363528
0.0,0.04290822407628129
0.0,0.0433849821215733
0.0,0.04362336114421931
0.0,0.043861740166865316
0.0,0.04410011918951132
0.0,0.04433849821215733
0.0,0.04457687723480334
0.0,0.044815256257449344
0.0,0.04505363528009535
0.0,0.04529201430274136
0.0,0.045530393325387365
0.0,0.04576877234803337
0.0,0.04600715137067938
0.0,0.046245530393325386
0.0,0.04648390941597139
0.0,0.0467222884386174
0.0,0.04696066746126341
0.0,0.047199046483909414
0.0,0.04743742550655542
0.0,0.04767580452920143
0.0,0.047914183551847435
0.0,0.04815256257449344
0.0,0.04839094159713945
0.0,0.048629320619785456
0.0,0.04886769964243146
0.0,0.04910607866507747
0.0,0.049344457687723484
0.0,0.04958283671036949
0.0,0.0498212157330155
0.0,0.050059594755661505
0.0,0.05029797377830751
0.0,0.05053635280095352
0.0,0.050774731823599525
0.0,0.05101311084624553
0.0,0.05125148986889154
0.0,0.051489868891537546
0.0,0.05172824791418355
0.0,0.05196662693682956
0.0,0.05220500595947557
0.0,0.052443384982121574
0.0,0.05268176400476758
0.0,0.05292014302741359
0.0,0.053158522050059595
0.0,0.0533969010727056
0.0,0.05363528009535161
0.0,0.053873659117997616
0.0,0.05411203814064362
0.0,0.05435041716328963
0.0,0.05458879618593564
0.0,0.054827175208581644
0.0,0.05506555423122765
0.0,0.05530393325387366
0.0,0.055542312276519665
0.0,0.05578069129916567
0.0,0.05601907032181168
0.0,0.056257449344457686
0.0,0.05649582836710369
0.0,0.0567342073897497
0.0,0.05697258641239571
0.0,0.057210965435041714
0.0,0.05744934445768772
0.0,0.05768772348033373
0.0,0.057926102502979734
0.0,0.05816448152562575
0.0,0.058402860548271755
0.0,0.05864123957091776
0.0,0.05887961859356377
0.0,0.059117997616209776
0.0,0.05935637663885578
0.0,0.05959475566150179
0.0,0.0598331346841478
0.0,0.060071513706793804
0.0,0.06030989272943981
0.0,0.06054827175208582
0.0,0.060786650774731825
0.0,0.06102502979737783
0.0,0.06126340882002384
0.0,0.061501787842669846
0.0,0.06174016686531585
0.0,0.06197854588796186
0.0,0.06221692491060787
0.0,0.062455303933253874
0.0,0.06269368295589989
0.0,0.0629320619785459
0.0,0.0631704410011919
0.0,0.06340882002383791
0.0,0.06364719904648392
0.0,0.06388557806912992
0.0,0.06412395709177593
0.0,0.06436233611442194
0.0,0.06460071513706794
0.0,0.06483909415971395
0.0,0.06507747318235996
0.0,0.06531585220500596
0.0,0.06555423122765197
0.0,0.06579261025029798
0.0,0.06603098927294399
0.0,0.06626936829558999
0.0,0.066507747318236
0.0,0.066746126340882
0.0,0.06698450536352801
0.0,0.06722288438617402
0.0,0.06746126340882003
0.0,0.06769964243146603
0.0,0.06793802145411204
0.0,0.06817640047675805
0.0,0.06841477949940405
0.0,0.06865315852205006
0.0,0.06889153754469607
0.0,0.06912991656734208
0.0,0.06936829558998808
0.0,0.06960667461263409
0.0,0.0698450536352801
0.0,0.0700834326579261
0.0,0.07032181168057211
0.0,0.07056019070321812
0.0,0.07079856972586412
0.0,0.07103694874851013
0.0,0.07127532777115614
0.0,0.07151370679380215
0.0,0.07175208581644815
0.0,0.07199046483909416
0.0,0.07222884386174017
0.0,0.07246722288438617
0.0,0.07270560190703218
0.0,0.07294398092967819
0.0,0.0731823599523242
0.0,0.0734207389749702
0.0,0.07365911799761621
0.0,0.07389749702026222
0.0,0.07413587604290822
0.0,0.07437425506555423
0.0,0.07461263408820024
0.0,0.07485101311084624
0.0,0.07508939213349225
0.0,0.07532777115613826
0.0,0.07556615017878426
0.0,0.07580452920143027
0.0,0.07604290822407628
0.0,0.07628128724672228
0.0,0.07651966626936829
0.0,0.0767580452920143
0.0,0.0769964243146603
0.0,0.07723480333730631
0.0,0.07747318235995232
0.0,0.07771156138259833
0.0,0.07794994040524433
0.0,0.07818831942789034
0.0,0.07842669845053635
0.0,0.07866507747318235
0.0,0.07890345649582836
0.0,0.07914183551847437
0.0,0.07938021454112038
0.0,0.07961859356376638
0.0,0.07985697258641239
0.0,0.0800953516090584
0.0,0.0803337306317044
0.0,0.08057210965435042
0.0,0.08081048867699643
0.0,0.08104886769964244
0.0,0.08128724672228844
0.0,0.08152562574493445
0.0,0.08176400476758046
0.0,0.08200238379022647
0.0,0.08224076281287247
0.0,0.08247914183551848
0.0,0.08271752085816449
0.0,0.0829558998808105
0.0,0.0831942789034565
0.0,0.08343265792610251
0.0,0.08367103694874851
0.0,0.08390941597139452
0.0,0.08414779499404053
0.0,0.08438617401668654
0.0,0.08462455303933254
0.0,0.08486293206197855
0.0,0.08510131108462456
0.0,0.08533969010727056
0.0,0.08557806912991657
0.0,0.08581644815256258
0.0,0.08605482717520858
0.0,0.08629320619785459
0.0,0.0865315852205006
0.0,0.0867699642431466
0.0,0.08700834326579261
0.0,0.08724672228843862
0.0,0.08748510131108463
0.0,0.08772348033373063
0.0,0.08796185935637664
0.0,0.08820023837902265
0.0,0.08843861740166865
0.0,0.08867699642431466
0.0,0.08891537544696067
0.0,0.08915375446960667
0.0,0.08939213349225268
0.0,0.08963051251489869
0.0,0.0898688915375447
0.0,0.0901072705601907
0.0,0.09034564958283671
0.0,0.09058402860548272
0.0,0.09082240762812872
0.0,0.09106078665077473
0.0,0.09129916567342074
0.0,0.09153754469606674
0.0,0.09177592371871275
0.0,0.09201430274135876
0.0,0.09225268176400477
0.0,0.09249106078665077
0.0,0.09272943980929678
0.0,0.09296781883194279
0.0,0.0932061978545888
0.0,0.0934445768772348
